precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_FUQUE,pri_dem_O'MAILEY,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CHRISTLE,pri_rep_CRUZ,pri_rep_FLORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KAISCH,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PATAKL,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_RUBLO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_amd_FUENTE,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
ESCATAWPA,140,0,0,1,0,41,0,5,7,1,0,333,1,0,1,0,58,0,0,1,38,0,1,541,1,6,506,3,34,0,1723,987,182,2273
ETHEL,46,2,0,1,0,6,1,1,3,1,0,34,0,0,2,0,1,0,0,0,4,0,0,64,0,0,98,0,3,1,207,110,56,309
EUCLATUBBA,2,0,0,0,0,4,0,0,6,1,0,57,0,0,1,0,12,0,0,0,6,0,0,65,0,4,18,4,3,0,213,148,6,242
EUCUTTA,27,0,0,0,0,1,0,0,1,0,0,22,0,0,0,0,6,0,0,0,1,0,0,60,0,1,47,0,2,1,145,90,28,196
EUDORA,54,0,0,1,0,77,0,0,3,1,0,207,0,0,0,0,18,0,0,1,14,0,0,249,0,7,210,5,29,0,900,493,132,1151
EUPORA NO. 1,170,0,0,0,0,25,0,3,1,0,0,92,0,0,0,0,24,0,0,1,18,0,0,113,1,5,412,1,5,0,386,252,195,810
EUPORA NO. 2,19,1,0,1,0,8,0,0,8,0,0,58,0,0,0,0,8,0,0,1,6,0,0,75,0,3,45,1,1,0,267,156,29,317
EUPORA NO. 3,23,0,0,0,0,10,0,0,3,0,0,31,0,1,0,0,6,1,0,0,5,0,0,60,1,3,59,1,2,0,174,107,33,240
EUREKA,74,1,0,1,0,12,0,2,5,0,0,143,0,0,1,0,12,0,0,1,13,0,0,194,0,1,210,0,5,0,657,371,88,873
EVANSVILLE,27,0,0,0,0,6,0,0,0,0,0,37,0,0,0,0,2,0,0,2,2,0,0,34,0,3,55,0,3,0,120,77,33,181
EVERGREEN,47,0,0,0,0,3,2,1,3,0,0,65,0,0,2,0,2,0,0,0,5,0,0,55,0,2,107,1,5,0,230,133,52,345
EXTENSION BUILDING,138,0,0,1,0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,0,462,1,0,0,12,8,153,476
FAIR,499,1,0,1,0,78,0,1,9,0,0,150,0,0,0,0,20,0,0,1,21,0,1,263,1,6,1594,8,25,2,837,466,579,2473
FAIR RIVER,2,0,0,0,0,4,0,1,2,1,0,62,0,0,0,0,17,0,0,0,5,0,0,51,1,0,15,0,1,0,191,139,6,208
FAIRGROUND,197,0,0,0,2,33,0,7,14,0,0,198,0,0,1,0,67,0,1,0,0,40,1,311,0,4,539,6,17,0,1015,640,232,1581
FAIRHAVEN,224,0,0,0,0,56,0,0,5,0,0,302,0,0,0,0,35,0,0,0,41,0,0,218,0,10,690,6,29,0,914,601,280,1649
FAIRVIEW,8,0,0,0,0,3,0,1,2,1,0,17,0,0,0,0,9,0,0,0,1,0,0,47,0,0,30,1,0,0,158,78,11,189
FAIRVIEW-PLEASANTON,5,0,0,0,0,2,0,1,0,0,0,28,0,0,0,0,2,0,0,0,1,0,0,35,1,0,11,0,1,0,117,67,7,130
FALKNER,33,0,0,1,0,11,0,1,2,0,0,150,0,0,2,0,14,0,0,1,6,0,0,107,0,9,88,0,7,0,526,283,45,630
FAME,1,0,0,0,0,3,0,1,4,0,0,58,0,0,0,0,2,0,0,0,4,0,0,56,0,2,13,0,0,0,195,125,4,210
FANNIN,125,0,0,0,0,27,0,1,6,0,0,231,1,0,2,0,86,0,0,0,35,0,1,290,0,5,315,3,31,0,1201,653,152,1555
FARRELL,68,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,130,0,0,0,20,7,75,150
FAWN GROVE,3,0,0,1,0,9,0,0,0,0,0,68,0,0,1,0,8,0,0,0,13,0,0,76,0,4,26,1,3,0,330,166,13,364
FAY,1,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,35,1,0,4,0,2,0,100,69,2,107
FEARNS CHAPEL FREEWILL BAPTIST,175,0,0,0,0,17,2,1,3,0,0,195,0,0,4,0,38,0,0,0,20,0,0,252,0,0,398,0,7,0,823,513,194,1228
FELLOWSHIP,17,0,0,0,0,21,0,1,4,0,0,137,0,0,1,0,8,0,0,0,9,0,0,135,0,6,65,1,6,0,494,295,38,572
FENTON,8,0,0,0,0,13,1,0,5,0,0,91,0,0,0,0,10,0,0,1,10,0,1,170,0,2,55,2,1,0,583,288,22,643
FENTRESS,30,0,1,0,0,7,0,0,3,0,0,54,0,0,1,0,0,0,0,0,3,0,0,43,0,0,67,0,4,0,196,104,38,267
FIRE TOWER,219,0,0,1,0,13,0,0,1,0,0,44,0,0,0,0,9,0,0,0,3,0,0,57,0,0,437,2,6,1,219,114,233,665
FIRST ASSEMBLY,211,0,0,0,0,72,0,3,16,1,0,469,2,0,6,0,198,0,0,2,96,0,1,478,2,6,729,12,53,0,1905,1272,283,2707
FIRST ASSEMBLY OF GOD,116,0,0,0,0,16,1,0,3,1,0,74,0,0,0,0,9,0,0,2,5,0,0,127,1,9,296,1,11,0,337,221,133,655
FIRST BAPTIST CHURCH OF MADISON,160,0,0,1,0,77,1,3,13,2,0,358,1,1,0,0,252,0,0,0,104,0,0,473,0,15,582,7,70,0,1784,1207,239,2458
FIRST PRESBYTERIAN MADISON,108,0,0,0,0,34,0,3,9,0,0,274,0,0,0,0,214,1,0,2,66,0,0,360,2,5,355,3,32,0,1287,929,142,1684
FIVE COFFEEVILLE,106,0,0,0,3,19,1,3,1,0,0,71,0,0,2,0,9,0,0,0,0,7,0,132,0,2,211,0,6,0,397,225,129,616
FIVE POINTS 1ST DIST,56,0,0,1,0,24,0,0,8,0,0,238,0,0,1,0,33,0,0,2,24,0,1,398,0,5,157,6,12,1,1286,705,81,1467
FIVE SCOBEY,40,0,0,0,0,4,0,1,0,0,0,18,0,0,0,0,6,0,0,0,0,0,0,48,0,1,72,0,3,0,133,73,44,209
FIVE SCUNA - VANN'S MILL,15,0,0,0,0,3,0,1,0,0,1,24,0,0,0,0,3,0,0,0,0,1,0,34,0,0,48,1,1,0,101,64,18,151
FLAT TOP,7,0,0,0,0,3,0,1,3,1,0,104,0,1,1,0,11,1,0,2,11,0,0,160,0,4,45,1,6,0,581,296,10,637
FLINT CREEK,44,1,0,0,0,10,0,2,8,0,1,200,2,0,2,0,17,0,0,1,12,0,0,145,1,1,120,1,9,0,634,390,55,766
FLOWOOD LIBRARY,124,1,0,0,0,50,0,2,15,0,0,323,0,0,1,0,132,0,0,2,48,0,0,405,1,6,421,7,46,3,1418,928,175,1902
FONTAINEBLEAU,178,0,0,1,0,74,2,7,10,0,0,381,1,0,1,0,76,0,0,0,64,0,0,521,1,8,596,14,62,1,1757,1061,255,2439
FORD'S CREEK BEAT 2,9,0,0,0,0,3,0,0,3,0,0,38,0,0,0,0,7,0,0,0,2,0,0,41,0,0,15,2,1,0,129,91,12,147
FORESTDALE,16,0,0,0,0,3,0,0,4,0,0,36,0,0,0,0,12,0,0,0,4,0,0,74,1,1,41,0,2,1,232,130,19,278
FORK,1,0,0,0,0,1,0,2,1,0,0,37,0,0,0,0,10,0,0,0,4,0,0,78,0,0,10,0,4,2,214,132,2,230
FORK CHURCH,130,2,0,1,0,15,0,1,1,0,0,10,0,0,0,0,2,0,0,0,3,0,0,42,0,0,211,0,1,2,102,59,148,316
FORRESTRY,104,0,0,0,0,12,1,0,0,0,0,70,0,0,0,0,18,0,0,0,16,0,0,80,1,1,194,3,2,0,318,184,117,519
FORT ADAMS 2020,88,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,17,0,1,275,1,1,0,72,26,92,350
FOUR COFFEEVILLE,217,0,0,0,0,24,2,0,0,0,0,16,0,0,0,0,2,0,0,1,0,4,0,31,1,1,380,0,1,0,93,54,243,476
FOUR OAKLAND,191,0,0,0,1,35,0,0,2,0,0,71,1,0,0,0,8,0,1,0,0,5,0,109,0,3,414,2,3,0,373,197,227,795
FOXWORTH,127,0,0,1,0,17,1,0,4,1,0,102,0,1,0,0,6,0,0,6,7,0,0,176,0,1,296,2,8,0,562,303,146,869
FREE RUN,10,0,0,0,0,0,0,2,1,0,0,24,0,0,1,0,4,0,0,0,3,0,0,51,0,0,28,0,1,1,119,86,10,149
FREENY,29,0,0,0,0,15,0,1,3,0,0,77,1,0,0,0,6,0,0,0,7,0,0,139,0,1,88,3,2,1,395,234,44,490
FRENCH CAMP,23,0,0,0,0,3,0,0,7,0,0,90,0,0,0,0,14,0,0,0,10,0,0,45,0,0,57,0,6,2,240,166,26,305
FRIARS POINT,154,1,0,2,0,30,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,6,0,2,485,1,1,0,47,11,189,536
FRIENDSHIP,8,1,0,0,0,1,0,1,0,0,0,65,0,0,1,0,5,0,0,1,8,0,0,80,0,1,28,3,1,0,289,161,10,322
FRIENDSHIP 1D,1,0,0,0,0,2,0,0,1,0,0,12,0,0,2,0,6,0,0,0,0,0,0,16,0,0,4,0,1,0,80,37,3,85
FRIENDSHIP 4D,2,0,0,0,0,4,0,0,2,0,0,16,0,0,0,0,2,0,0,0,0,0,0,20,0,0,4,0,0,0,81,40,6,85
FRIENDSHIP 5D,2,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,2,0,0,0,4,0,0,29,0,0,8,0,0,0,81,49,2,89
FRIENDSHIP FR,7,0,0,0,0,4,0,1,1,0,1,43,0,0,1,0,9,0,0,0,2,0,0,44,0,2,27,0,3,0,186,102,11,218
FUGATES,109,0,0,0,0,9,0,2,2,0,0,42,1,0,0,0,7,0,0,0,4,0,0,69,0,0,181,0,3,0,182,127,118,366
FUSKY,0,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,5,0,0,1,3,0,0,45,0,1,3,0,3,0,324,89,0,331
GALLMAN,372,0,0,0,0,48,0,3,4,1,0,1,0,2,2,0,2,0,0,0,1,0,0,1,3,3,769,3,7,2,646,17,420,1433
GARDEN ISLE,23,1,0,0,0,22,0,0,1,0,0,58,0,0,0,0,13,0,0,2,7,0,0,140,0,1,88,1,10,0,375,221,46,475
GAUTIER,568,2,0,1,0,147,1,7,17,3,0,485,2,0,1,0,172,1,0,2,86,0,0,794,2,11,1454,16,47,1,2132,1570,719,3663
GEORGE HARRISON,79,1,0,0,0,10,0,2,5,0,0,224,1,0,2,0,18,0,0,2,15,0,1,274,2,8,278,5,15,0,938,544,90,1246
GEORGETOWN NORTH,100,1,0,0,0,12,0,1,1,0,0,13,1,0,0,0,4,0,0,0,2,0,0,23,0,1,175,0,1,1,90,45,113,268
GEORGETOWN SOUTH,72,0,0,1,0,6,0,0,3,0,0,47,0,0,0,0,9,0,0,0,2,0,1,67,0,0,127,0,1,0,226,129,79,354
GILMER,150,0,0,1,0,10,2,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,12,1,0,395,0,0,0,39,23,163,435
GILVO,6,0,0,0,0,2,0,0,1,0,0,25,0,0,0,0,4,0,0,0,2,0,0,31,0,0,16,2,4,0,105,63,8,127
GITANO,29,0,0,0,0,1,0,0,1,0,0,54,0,0,0,0,0,0,0,0,4,0,0,52,1,0,66,0,3,0,183,111,30,253
GLADE,8,0,0,0,0,7,0,1,7,1,0,131,1,0,2,0,25,0,0,0,14,0,1,277,1,0,36,2,8,1,791,460,15,839
GLEN,26,1,0,1,0,26,2,0,4,1,0,102,1,0,1,0,20,0,0,0,15,0,0,256,1,5,112,2,11,0,826,400,56,957
GLEN ALLAN LIBRARY,80,0,0,0,0,5,0,1,1,0,0,38,0,0,0,0,14,0,0,0,9,0,0,87,0,1,161,0,4,0,243,150,85,409
GLENDALE,302,0,0,0,0,35,2,2,3,0,0,49,0,0,1,0,5,1,0,0,4,0,0,95,1,2,628,5,7,1,253,160,339,897
GLENDORA,131,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,294,0,1,1,12,4,138,309
GLENFIELD,47,0,0,0,0,14,0,0,4,0,0,102,0,1,4,0,19,0,0,0,14,0,0,121,0,4,140,1,8,2,471,265,61,626
GLOSTER,240,2,0,0,0,12,1,1,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,26,0,1,493,2,4,0,125,47,255,625
GOLDEN,15,0,0,1,0,5,0,0,3,0,0,114,0,0,0,0,18,0,0,1,10,0,0,126,1,1,35,3,3,0,488,272,21,531
GOOD HOPE,51,0,0,0,0,11,1,1,2,1,0,68,0,0,0,0,4,0,0,0,0,0,0,135,0,2,119,0,2,1,357,211,63,481
GOOD HOPE 33,42,0,0,1,0,3,0,0,2,0,0,17,0,0,0,0,0,0,0,0,2,0,0,51,0,5,89,1,0,0,139,72,46,234
GOODRUM,74,2,0,1,0,17,1,0,2,1,0,96,0,0,2,0,27,0,0,1,22,0,1,263,1,4,203,2,14,0,560,415,95,784
GOVERNMENTAL COMPLEX,191,0,0,0,0,17,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,0,2,447,0,2,1,19,8,209,471
GRACE CROSSING,330,1,0,2,0,69,1,2,10,0,0,427,0,0,2,0,156,0,0,2,73,0,0,512,0,8,871,6,50,4,1889,1184,403,2828
GRADY,16,0,0,1,0,2,0,0,2,0,0,38,0,0,0,0,1,0,0,0,0,0,0,56,0,1,35,1,2,0,175,97,19,214
GRANBY 11,44,0,0,0,0,3,1,1,0,0,0,10,0,0,0,0,2,0,0,0,1,0,0,10,0,1,84,0,0,1,40,24,48,126
GRANGE,20,0,0,0,0,2,0,0,1,0,0,38,0,0,0,0,6,0,0,0,1,0,0,53,0,1,29,0,1,0,169,99,22,200
GRANT'S FERRY,133,0,0,0,0,51,0,3,19,0,1,362,0,0,4,0,149,0,0,1,82,0,2,463,1,7,528,12,48,1,1747,1086,184,2344
GRAVEL HILL,19,0,0,0,0,1,0,0,2,0,0,55,0,0,0,0,20,0,0,0,12,0,0,128,0,0,42,0,3,0,429,217,20,474
GREATER MT LEVI FULL GOSPEL,304,0,0,0,0,22,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,3,622,0,1,1,12,9,327,639
GREEN'S CREEK 23,48,0,0,0,0,4,0,0,1,0,0,52,0,0,0,0,3,0,0,0,5,0,0,56,0,0,93,0,0,0,209,117,52,302
GREENBROOK NORTH,294,0,0,0,0,75,0,3,7,2,0,308,0,0,1,0,25,0,0,0,36,0,0,289,0,12,1033,20,37,1,1104,671,369,2207
GREENBROOK SOUTH,232,2,0,0,0,113,1,3,5,1,0,594,0,1,6,0,60,0,0,0,62,0,0,463,0,19,864,15,64,0,2028,1195,348,2990
GREENFIELD,219,0,0,0,0,65,0,3,8,0,0,220,0,0,0,0,35,0,0,1,32,0,1,370,0,5,591,9,22,3,1183,670,284,1813
GREENVILLE,1,0,0,0,0,2,0,3,2,0,0,149,0,0,1,0,11,0,0,0,9,0,0,225,0,2,20,0,2,0,719,400,3,743
GREENWOOD,52,0,0,0,0,6,0,0,1,0,0,61,0,0,0,0,5,0,0,0,5,0,0,58,0,1,124,1,4,0,218,130,58,348
GULF PARK ESTATES,105,0,0,3,0,67,2,4,8,1,0,269,1,0,1,0,98,0,0,1,59,0,0,439,2,7,452,8,60,1,1477,881,177,2007
GULFPORT # 11,7,0,0,0,0,13,0,3,7,0,0,80,0,0,0,49,0,0,0,0,11,0,0,153,0,1,63,1,13,0,401,303,20,479
GULFPORT # 12,25,0,0,0,0,33,0,2,7,0,0,179,0,0,1,92,0,0,0,5,53,0,0,283,0,5,147,3,30,0,909,622,58,1094
GULFPORT # 13,252,0,0,3,0,39,2,0,1,0,0,30,0,0,1,7,0,0,0,0,7,0,0,55,0,1,672,5,15,0,177,101,296,870
GULFPORT # 14,402,0,0,0,0,48,1,2,0,0,0,12,1,0,0,2,0,0,0,0,1,0,0,10,1,0,943,6,4,0,83,28,451,1037
GULFPORT # 16,280,0,0,0,0,29,0,0,0,0,0,15,0,0,0,4,0,0,0,0,5,0,0,19,0,1,597,1,6,0,97,43,309,702
GULFPORT # 3,164,0,0,0,0,25,1,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,20,1,3,361,3,1,0,52,33,190,421
GULFPORT # 4,15,0,0,0,0,14,0,1,0,0,0,44,0,0,0,26,0,0,0,0,16,0,0,52,0,0,59,4,8,0,205,139,29,276
GULFPORT # 5,77,0,0,0,0,41,0,1,3,1,0,71,0,0,0,42,0,0,0,0,10,0,1,150,0,5,231,4,10,0,385,279,118,635
GULFPORT # 7,34,0,0,0,0,17,0,4,2,1,0,52,0,0,0,17,0,0,0,0,5,0,0,83,2,3,132,5,14,0,285,164,51,441
GULFPORT # 8,172,1,0,0,0,50,0,2,1,1,0,44,0,0,0,7,0,0,0,0,8,0,0,75,2,4,540,7,14,2,245,138,223,814
GUMPOND BEAT 3,9,0,0,0,0,11,1,1,4,0,0,124,0,1,2,0,11,0,0,1,13,0,0,187,0,2,58,2,11,0,601,344,21,674
GUNNISON,81,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,36,1,1,203,0,1,0,74,48,89,280
GUNTOWN,51,0,0,2,0,24,0,0,2,1,0,110,0,0,0,0,8,1,0,0,11,0,0,136,0,0,164,5,7,0,520,269,77,696
GWINVILLE 51,51,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,12,1,0,115,0,0,0,33,15,53,149
HACKS CROSS ROAD,176,0,0,0,0,62,1,3,8,1,0,293,0,0,0,0,26,0,0,3,29,0,0,238,2,17,650,10,56,1,1059,601,239,1795
HALBERT HEIGHTS,58,0,0,0,0,19,0,0,11,1,0,207,1,1,3,0,115,1,0,0,58,0,1,236,2,3,193,0,11,0,944,635,77,1153
HAMBURG,89,0,0,0,0,19,0,1,2,0,0,7,0,0,0,0,3,0,0,0,0,0,0,16,0,3,189,3,1,0,68,29,108,264
HARMONTOWN,17,0,0,0,0,2,0,1,1,0,0,97,0,0,0,0,8,0,0,0,5,0,0,105,1,2,51,1,3,1,336,217,19,395
HARMONY,118,0,0,0,0,7,0,0,1,0,0,13,0,0,0,0,2,0,0,0,0,0,0,30,0,0,189,0,2,0,103,46,125,294
HARMONY DIST. 1,19,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,1,0,0,19,0,0,42,0,0,0,83,31,22,125
HARMONY DIST. 2,36,0,0,0,0,7,1,0,0,0,0,28,0,0,0,0,10,0,0,0,5,0,0,45,0,0,105,1,1,0,166,88,44,273
HARRISVILLE,32,0,0,0,0,12,2,2,7,0,1,105,0,1,1,0,16,0,0,1,16,0,0,214,0,3,81,3,3,1,566,364,46,657
HARTTOWN,88,0,0,1,0,6,0,0,0,0,0,6,0,0,0,0,3,0,0,0,1,0,0,7,1,0,176,0,0,0,42,17,95,219
HATHOM 24,31,0,0,0,0,4,0,0,1,0,0,14,0,0,0,0,8,0,0,0,3,0,0,53,0,0,60,0,1,0,132,79,35,193
HATTIESBURG CULTURAL CENTER,201,0,0,2,0,59,0,0,0,0,0,5,1,0,0,0,2,0,0,1,0,0,0,16,0,3,605,2,5,0,39,25,262,654
HAYS,20,0,0,0,0,4,0,0,3,1,0,60,0,0,0,0,6,0,0,0,6,0,0,82,0,0,40,0,0,0,246,158,24,286
HAZLEHURST EAST,499,2,0,1,0,44,2,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,1,18,0,1,1022,0,5,3,49,26,548,1080
HAZLEHURST NORTH,50,1,0,1,0,5,0,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,13,0,0,104,0,0,0,45,29,57,149
HAZLEHURST SOUTH,115,1,0,0,0,11,0,0,3,0,0,18,0,0,0,0,6,0,0,0,4,0,0,44,0,0,193,0,1,0,127,75,127,321
HAZLEHURST WEST,409,0,0,1,0,40,1,2,2,0,0,35,1,0,0,0,29,0,0,0,7,0,1,76,0,2,836,1,3,2,224,153,451,1068
HEBRON,16,0,0,0,0,8,0,0,5,0,0,113,0,0,1,0,13,0,0,0,3,0,0,151,2,4,370,2,6,0,672,286,24,1056
HEIDELBERG,425,1,0,0,0,33,1,0,4,0,0,21,0,0,0,0,4,0,0,1,3,0,0,38,1,2,836,2,1,1,138,71,460,981
HENLEYFIELD BEAT 2,17,0,0,0,0,12,0,3,6,0,1,141,0,0,2,0,10,0,0,2,12,0,0,180,0,2,73,0,11,0,662,357,29,748
HERBERT,3,0,0,0,0,2,0,1,6,1,0,63,0,0,1,0,12,0,0,0,5,0,0,75,0,0,15,1,1,0,270,164,5,287
HERNANDO CENTRAL,101,0,0,1,0,56,0,3,12,0,0,398,0,0,1,0,77,1,0,4,54,0,0,409,1,9,392,3,53,0,1626,959,158,2084
HERNANDO EAST,140,0,0,2,0,70,1,3,15,2,0,836,0,0,1,0,127,0,0,1,126,0,1,672,2,15,562,13,65,0,2864,1784,213,3521
HERNANDO WEST,169,0,0,0,0,34,1,4,15,1,0,554,0,0,4,0,88,0,0,1,59,0,3,430,0,14,654,13,79,0,1917,1159,204,2677
HESTERVILLE,11,0,0,0,0,3,0,0,1,0,0,23,0,0,2,0,9,0,0,0,10,0,0,54,0,4,26,0,1,0,175,99,14,206
HEUCKS RETREAT,35,0,0,1,0,3,0,1,2,1,0,107,0,0,0,0,9,0,0,0,6,0,0,131,0,6,91,0,5,1,458,257,39,561
HICKORY,103,2,0,1,0,23,0,3,8,0,0,186,0,0,4,0,23,0,0,1,32,0,0,240,0,2,292,1,9,0,818,497,129,1122
HICKORY GROVE BEAT 3,5,0,0,0,0,2,1,0,2,0,0,23,0,0,0,0,2,0,0,0,1,0,0,39,0,0,11,0,0,0,96,67,8,107
HICKORY HILLS,149,0,0,0,0,57,1,2,9,2,0,248,1,0,2,0,51,1,0,1,37,0,0,391,0,6,450,8,28,1,1058,745,207,1551
HIDE-A-WAY/NORTH HILL BT. 5,43,1,0,0,0,16,0,3,12,0,2,294,0,0,0,0,42,0,0,0,33,0,1,336,0,3,175,4,20,0,1270,723,60,1472
HIGH SCHOOL,163,1,0,0,0,8,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,375,1,2,0,29,9,172,407
HIGHLAND CHAPEL,232,0,0,0,0,49,1,3,14,1,0,424,0,0,2,0,323,0,0,0,106,0,0,554,1,11,742,8,63,0,2253,1427,282,3078
HIGHLAND COLONY BAPTIST,214,1,0,0,0,47,0,6,15,3,0,412,0,0,0,0,465,1,0,1,171,0,0,482,1,10,936,6,80,0,2037,1556,262,3070
HIGHLAND PARK,134,1,0,0,0,97,0,0,2,0,0,72,1,0,0,0,21,0,0,1,23,0,0,41,0,5,529,6,31,0,247,161,232,818
HIGHLANDS/PATRICK FARMS,165,0,0,2,0,37,0,2,6,0,0,201,1,0,1,0,36,0,0,2,25,0,0,234,2,3,536,2,35,1,842,508,204,1421
HILLCREST CHURCH,57,0,0,0,1,22,1,3,6,0,0,90,0,1,2,0,27,0,0,0,10,0,0,78,0,7,234,0,7,0,376,217,81,624
HILLS CHAPEL - NEW HOPE,25,0,0,0,0,23,1,0,2,0,0,145,0,0,1,0,14,0,0,0,14,0,0,131,0,2,68,2,13,0,725,307,49,810
HINTONVILLE 4090,36,0,0,0,0,9,0,0,0,0,0,30,0,0,0,0,2,0,0,0,3,0,0,55,0,1,74,1,1,0,158,90,45,235
HIWANNEE,80,1,0,1,0,9,0,0,1,0,0,22,0,0,0,0,7,0,0,0,4,0,0,20,0,0,184,0,2,1,86,54,91,273
HOLDERS,106,0,0,0,0,10,1,1,0,0,0,45,0,0,0,0,7,0,0,0,4,0,0,92,1,2,259,0,2,1,254,149,117,519
HOLLANDALE CITY HALL,299,0,0,0,0,22,0,0,3,0,0,44,0,0,0,0,6,0,0,0,10,0,0,56,1,0,835,2,3,1,226,119,321,1068
HOLLY BLUFF,35,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,6,0,0,0,8,0,0,36,1,0,64,0,0,0,90,66,36,155
HOMOCHITTO,2,0,0,0,0,2,1,0,0,0,0,16,0,0,1,0,3,0,0,0,0,0,0,26,0,1,7,0,0,0,67,46,5,75
HOOKER,75,0,0,0,0,13,0,0,0,0,0,5,0,0,1,0,4,0,0,0,3,0,0,13,0,0,127,1,0,1,40,26,88,169
HOPE,104,0,0,0,0,32,2,0,1,0,0,40,0,1,0,0,15,0,0,0,8,0,0,42,0,1,239,1,1,1,195,107,138,438
HOPEWELL,35,0,0,0,0,6,0,0,0,0,0,17,0,1,0,0,5,0,0,0,0,0,0,19,1,0,74,0,1,0,55,42,41,131
HORN LAKE CENTRAL,135,1,0,0,0,40,1,1,0,0,0,154,0,0,0,0,17,0,0,0,27,0,0,141,1,8,464,5,18,0,557,340,177,1053
HORN LAKE EAST,178,0,0,1,0,53,0,0,6,0,0,127,1,0,0,0,7,0,0,0,10,0,0,112,3,3,672,11,15,2,438,263,232,1144
HORN LAKE HIGH SCHOOL,146,0,0,0,0,53,0,2,8,0,0,353,0,0,0,0,33,0,0,3,26,0,0,284,1,16,478,11,30,1,1118,709,199,1655
HORN LAKE INTERMEDIATE,175,0,0,0,0,67,0,0,4,0,0,163,0,0,0,0,13,0,0,4,20,0,0,177,0,5,691,8,28,1,625,381,242,1358
HORN LAKE NORTH,191,0,0,3,0,59,0,2,2,0,0,118,0,0,0,0,17,0,0,0,12,0,0,168,1,5,736,9,20,1,576,319,253,1348
HORN LAKE WEST,117,0,0,1,0,60,0,0,6,1,0,121,0,0,1,0,15,0,0,0,14,0,0,150,1,2,557,9,18,0,561,308,178,1148
HOUSE,9,0,0,0,0,6,0,2,3,0,0,91,0,0,1,0,13,0,0,0,14,0,0,126,0,1,32,0,4,0,404,250,15,441
HOWARD CREEK,80,0,0,0,0,60,0,1,16,1,0,286,2,0,1,100,0,0,0,2,50,0,0,575,2,5,304,10,44,1,1672,1034,140,2038
HOWELL,8,0,0,0,0,5,0,0,6,0,0,91,0,0,0,0,6,0,0,0,6,0,0,93,0,5,21,0,0,0,351,202,13,377
HOYLE HO,89,0,0,0,0,12,0,0,7,0,1,97,0,0,0,0,12,0,0,1,10,0,0,83,1,3,270,4,5,0,339,211,101,622
HUB,113,0,0,1,0,15,2,1,0,0,0,44,0,0,0,0,6,0,0,3,4,0,0,33,0,4,222,1,5,0,156,91,131,388
HUBBARD SALEM,2,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,42,0,0,13,2,3,0,101,54,5,119
HUNT,422,1,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1126,2,1,0,14,4,472,1144
HURRICANE HU,7,0,0,0,0,12,0,0,3,0,0,107,0,0,2,0,8,0,0,0,11,0,0,91,0,0,21,0,9,0,394,222,19,424
HWY 57,3,1,0,0,0,2,0,1,0,1,0,87,0,0,0,0,4,0,0,0,5,0,0,83,0,0,16,1,9,0,333,181,6,359
ICDC,62,0,0,0,0,19,1,0,3,0,0,86,0,1,3,0,15,0,0,0,17,0,0,118,0,4,154,2,6,0,488,243,82,654
IMPROVE,43,1,0,1,0,3,0,0,1,0,0,51,0,0,0,0,13,0,0,0,6,0,0,92,0,2,102,0,1,0,319,163,48,424
